table,region,year,indicator,value,unit,notes
2-8,35-39岁,2024,女占比重,4.11,%,按年龄和性别分人口数
2-8,35-39岁,2024,性别比,105.44,（女=100）,按年龄和性别分人口数
2-8,40-44岁,2024,人口数,99298,人,按年龄和性别分人口数
2-8,40-44岁,2024,男,50914,人,按年龄和性别分人口数
2-8,40-44岁,2024,女,48383,人,按年龄和性别分人口数
2-8,40-44岁,2024,占总人口比重,6.86,%,按年龄和性别分人口数
2-8,40-44岁,2024,男占比重,3.52,%,按年龄和性别分人口数
2-8,40-44岁,2024,女占比重,3.34,%,按年龄和性别分人口数
2-8,40-44岁,2024,性别比,105.23,（女=100）,按年龄和性别分人口数
2-8,45-49岁,2024,人口数,97048,人,按年龄和性别分人口数
2-8,45-49岁,2024,男,49464,人,按年龄和性别分人口数
2-8,45-49岁,2024,女,47584,人,按年龄和性别分人口数
2-8,45-49岁,2024,占总人口比重,6.7,%,按年龄和性别分人口数
2-8,45-49岁,2024,男占比重,3.42,%,按年龄和性别分人口数
2-8,45-49岁,2024,女占比重,3.29,%,按年龄和性别分人口数
2-8,45-49岁,2024,性别比,103.95,（女=100）,按年龄和性别分人口数
2-8,50-54岁,2024,人口数,120777,人,按年龄和性别分人口数
2-8,50-54岁,2024,男,61022,人,按年龄和性别分人口数
2-8,50-54岁,2024,女,59754,人,按年龄和性别分人口数
2-8,50-54岁,2024,占总人口比重,8.34,%,按年龄和性别分人口数
2-8,50-54岁,2024,男占比重,4.22,%,按年龄和性别分人口数
2-8,50-54岁,2024,女占比重,4.13,%,按年龄和性别分人口数
2-8,50-54岁,2024,性别比,102.12,（女=100）,按年龄和性别分人口数
2-8,55-59岁,2024,人口数,119381,人,按年龄和性别分人口数
2-8,55-59岁,2024,男,59674,人,按年龄和性别分人口数
2-8,55-59岁,2024,女,59707,人,按年龄和性别分人口数
2-8,55-59岁,2024,占总人口比重,8.25,%,按年龄和性别分人口数
2-8,55-59岁,2024,男占比重,4.12,%,按年龄和性别分人口数
2-8,55-59岁,2024,女占比重,4.13,%,按年龄和性别分人口数
2-8,55-59岁,2024,性别比,99.94,（女=100）,按年龄和性别分人口数
2-8,60-64岁,2024,人口数,92711,人,按年龄和性别分人口数
2-8,60-64岁,2024,男,45806,人,按年龄和性别分人口数
2-8,60-64岁,2024,女,46905,人,按年龄和性别分人口数
2-8,60-64岁,2024,占总人口比重,6.41,%,按年龄和性别分人口数
2-8,60-64岁,2024,男占比重,3.16,%,按年龄和性别分人口数
2-8,60-64岁,2024,女占比重,3.24,%,按年龄和性别分人口数
2-8,60-64岁,2024,性别比,97.66,（女=100）,按年龄和性别分人口数
2-8,65-69岁,2024,人口数,74494,人,按年龄和性别分人口数
2-8,65-69岁,2024,男,36794,人,按年龄和性别分人口数
2-8,65-69岁,2024,女,37700,人,按年龄和性别分人口数
2-8,65-69岁,2024,占总人口比重,5.15,%,按年龄和性别分人口数
2-8,65-69岁,2024,男占比重,2.54,%,按年龄和性别分人口数
2-8,65-69岁,2024,女占比重,2.6,%,按年龄和性别分人口数
2-8,65-69岁,2024,性别比,97.6,（女=100）,按年龄和性别分人口数
2-8,70-74岁,2024,人口数,66801,人,按年龄和性别分人口数
2-8,70-74岁,2024,男,31937,人,按年龄和性别分人口数
2-8,70-74岁,2024,女,34864,人,按年龄和性别分人口数
2-8,70-74岁,2024,占总人口比重,4.62,%,按年龄和性别分人口数
2-8,70-74岁,2024,男占比重,2.21,%,按年龄和性别分人口数
2-8,70-74岁,2024,女占比重,2.41,%,按年龄和性别分人口数
2-8,70-74岁,2024,性别比,91.6,（女=100）,按年龄和性别分人口数
2-8,75-79岁,2024,人口数,41697,人,按年龄和性别分人口数
2-8,75-79岁,2024,男,19668,人,按年龄和性别分人口数
2-8,75-79岁,2024,女,22029,人,按年龄和性别分人口数
2-8,75-79岁,2024,占总人口比重,2.88,%,按年龄和性别分人口数
2-8,75-79岁,2024,男占比重,1.36,%,按年龄和性别分人口数
2-8,75-79岁,2024,女占比重,1.52,%,按年龄和性别分人口数
2-8,75-79岁,2024,性别比,89.28,（女=100）,按年龄和性别分人口数
2-8,80-84岁,2024,人口数,24282,人,按年龄和性别分人口数
2-8,80-84岁,2024,男,10997,人,按年龄和性别分人口数
2-8,80-84岁,2024,女,13285,人,按年龄和性别分人口数
2-8,80-84岁,2024,占总人口比重,1.68,%,按年龄和性别分人口数
2-8,80-84岁,2024,男占比重,0.76,%,按年龄和性别分人口数
2-8,80-84岁,2024,女占比重,0.92,%,按年龄和性别分人口数
2-8,80-84岁,2024,性别比,82.78,（女=100）,按年龄和性别分人口数
2-8,85-89岁,2024,人口数,13336,人,按年龄和性别分人口数
2-8,85-89岁,2024,男,5661,人,按年龄和性别分人口数
2-8,85-89岁,2024,女,7675,人,按年龄和性别分人口数
2-8,85-89岁,2024,占总人口比重,0.92,%,按年龄和性别分人口数
2-8,85-89岁,2024,男占比重,0.39,%,按年龄和性别分人口数
2-8,85-89岁,2024,女占比重,0.53,%,按年龄和性别分人口数
2-8,85-89岁,2024,性别比,73.76,（女=100）,按年龄和性别分人口数
2-8,90-94岁,2024,人口数,4999,人,按年龄和性别分人口数
2-8,90-94岁,2024,男,2004,人,按年龄和性别分人口数
2-8,90-94岁,2024,女,2995,人,按年龄和性别分人口数
2-8,90-94岁,2024,占总人口比重,0.35,%,按年龄和性别分人口数
2-8,90-94岁,2024,男占比重,0.14,%,按年龄和性别分人口数
2-8,90-94岁,2024,女占比重,0.21,%,按年龄和性别分人口数
2-8,90-94岁,2024,性别比,66.91,（女=100）,按年龄和性别分人口数
2-8,95岁及以上,2024,人口数,1062,人,按年龄和性别分人口数
2-8,95岁及以上,2024,男,341,人,按年龄和性别分人口数
2-8,95岁及以上,2024,女,720,人,按年龄和性别分人口数
2-8,95岁及以上,2024,占总人口比重,0.07,%,按年龄和性别分人口数
2-8,95岁及以上,2024,男占比重,0.02,%,按年龄和性别分人口数
2-8,95岁及以上,2024,女占比重,0.05,%,按年龄和性别分人口数
2-8,95岁及以上,2024,性别比,47.36,（女=100）,按年龄和性别分人口数
2-9,全国,2024,户数,568463,户,分地区户数、人口数、性别比和户规模
2-9,全国,2024,家庭户数,548557,户,分地区户数、人口数、性别比和户规模
2-9,全国,2024,集体户数,19906,户,分地区户数、人口数、性别比和户规模
2-9,全国,2024,人口数,1447437,人,分地区户数、人口数、性别比和户规模
2-9,全国,2024,男,738153,人,分地区户数、人口数、性别比和户规模
2-9,全国,2024,女,709284,人,分地区户数、人口数、性别比和户规模
2-9,全国,2024,性别比,104.07,（女=100）,分地区户数、人口数、性别比和户规模
2-9,全国,2024,家庭户人口数,1378611,人,分地区户数、人口数、性别比和户规模
2-9,全国,2024,家庭户男,700193,人,分地区户数、人口数、性别比和户规模
2-9,全国,2024,家庭户女,678418,人,分地区户数、人口数、性别比和户规模
2-9,全国,2024,集体户人口数,68826,人,分地区户数、人口数、性别比和户规模
2-9,全国,2024,集体户男,37960,人,分地区户数、人口数、性别比和户规模
2-9,全国,2024,集体户女,30866,人,分地区户数、人口数、性别比和户规模
2-9,全国,2024,平均家庭户规模,2.51,人/户,分地区户数、人口数、性别比和户规模
2-9,北京,2024,户数,10013,户,分地区户数、人口数、性别比和户规模
2-9,北京,2024,家庭户数,9586,户,分地区户数、人口数、性别比和户规模
2-9,北京,2024,集体户数,427,户,分地区户数、人口数、性别比和户规模
2-9,北京,2024,人口数,22470,人,分地区户数、人口数、性别比和户规模
2-9,北京,2024,男,11437,人,分地区户数、人口数、性别比和户规模
2-9,北京,2024,女,11033,人,分地区户数、人口数、性别比和户规模
2-9,北京,2024,性别比,103.66,（女=100）,分地区户数、人口数、性别比和户规模
2-9,北京,2024,家庭户人口数,21143,人,分地区户数、人口数、性别比和户规模
2-9,北京,2024,家庭户男,10600,人,分地区户数、人口数、性别比和户规模
2-9,北京,2024,家庭户女,10543,人,分地区户数、人口数、性别比和户规模
2-9,北京,2024,集体户人口数,1327,人,分地区户数、人口数、性别比和户规模
2-9,北京,2024,集体户男,837,人,分地区户数、人口数、性别比和户规模
2-9,北京,2024,集体户女,490,人,分地区户数、人口数、性别比和户规模
2-9,北京,2024,平均家庭户规模,2.21,人/户,分地区户数、人口数、性别比和户规模
2-9,天津,2024,户数,6017,户,分地区户数、人口数、性别比和户规模
2-9,天津,2024,家庭户数,5602,户,分地区户数、人口数、性别比和户规模
2-9,天津,2024,集体户数,415,户,分地区户数、人口数、性别比和户规模
2-9,天津,2024,人口数,14037,人,分地区户数、人口数、性别比和户规模
2-9,天津,2024,男,7172,人,分地区户数、人口数、性别比和户规模
2-9,天津,2024,女,6865,人,分地区户数、人口数、性别比和户规模
2-9,天津,2024,性别比,104.47,（女=100）,分地区户数、人口数、性别比和户规模
2-9,天津,2024,家庭户人口数,13217,人,分地区户数、人口数、性别比和户规模
2-9,天津,2024,家庭户男,6725,人,分地区户数、人口数、性别比和户规模
2-9,天津,2024,家庭户女,6493,人,分地区户数、人口数、性别比和户规模
2-9,天津,2024,集体户人口数,820,人,分地区户数、人口数、性别比和户规模
2-9,天津,2024,集体户男,447,人,分地区户数、人口数、性别比和户规模
2-9,天津,2024,集体户女,372,人,分地区户数、人口数、性别比和户规模
2-9,天津,2024,平均家庭户规模,2.36,人/户,分地区户数、人口数、性别比和户规模
2-9,河北,2024,户数,29644,户,分地区户数、人口数、性别比和户规模
2-9,河北,2024,家庭户数,28899,户,分地区户数、人口数、性别比和户规模
2-9,河北,2024,集体户数,745,户,分地区户数、人口数、性别比和户规模
2-9,河北,2024,人口数,75943,人,分地区户数、人口数、性别比和户规模
2-9,河北,2024,男,37696,人,分地区户数、人口数、性别比和户规模
2-9,河北,2024,女,38248,人,分地区户数、人口数、性别比和户规模
2-9,河北,2024,性别比,98.56,（女=100）,分地区户数、人口数、性别比和户规模
2-9,河北,2024,家庭户人口数,72991,人,分地区户数、人口数、性别比和户规模
2-9,河北,2024,家庭户男,36183,人,分地区户数、人口数、性别比和户规模
2-9,河北,2024,家庭户女,36808,人,分地区户数、人口数、性别比和户规模
2-9,河北,2024,集体户人口数,2953,人,分地区户数、人口数、性别比和户规模
2-9,河北,2024,集体户男,1513,人,分地区户数、人口数、性别比和户规模
2-9,河北,2024,集体户女,1440,人,分地区户数、人口数、性别比和户规模
2-9,河北,2024,平均家庭户规模,2.53,人/户,分地区户数、人口数、性别比和户规模
2-9,山西,2024,户数,14368,户,分地区户数、人口数、性别比和户规模
2-9,山西,2024,家庭户数,13894,户,分地区户数、人口数、性别比和户规模
2-9,山西,2024,集体户数,474,户,分地区户数、人口数、性别比和户规模
2-9,山西,2024,人口数,35463,人,分地区户数、人口数、性别比和户规模
2-9,山西,2024,男,18077,人,分地区户数、人口数、性别比和户规模
2-9,山西,2024,女,17387,人,分地区户数、人口数、性别比和户规模
2-9,山西,2024,性别比,103.97,（女=100）,分地区户数、人口数、性别比和户规模
2-9,山西,2024,家庭户人口数,33875,人,分地区户数、人口数、性别比和户规模
2-9,山西,2024,家庭户男,17283,人,分地区户数、人口数、性别比和户规模
2-9,山西,2024,家庭户女,16592,人,分地区户数、人口数、性别比和户规模
2-9,山西,2024,集体户人口数,1588,人,分地区户数、人口数、性别比和户规模
2-9,山西,2024,集体户男,793,人,分地区户数、人口数、性别比和户规模
2-9,山西,2024,集体户女,794,人,分地区户数、人口数、性别比和户规模
2-9,山西,2024,平均家庭户规模,2.44,人/户,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,户数,10200,户,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,家庭户数,9847,户,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,集体户数,353,户,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,人口数,24578,人,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,男,12565,人,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,女,12013,人,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,性别比,104.6,（女=100）,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,家庭户人口数,23198,人,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,家庭户男,11727,人,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,家庭户女,11471,人,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,集体户人口数,1380,人,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,集体户男,838,人,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,集体户女,542,人,分地区户数、人口数、性别比和户规模
2-9,内蒙古,2024,平均家庭户规模,2.36,人/户,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,户数,19406,户,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,家庭户数,19024,户,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,集体户数,382,户,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,人口数,42763,人,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,男,21020,人,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,女,21743,人,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,性别比,96.67,（女=100）,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,家庭户人口数,41805,人,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,家庭户男,20745,人,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,家庭户女,21060,人,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,集体户人口数,958,人,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,集体户男,275,人,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,集体户女,683,人,分地区户数、人口数、性别比和户规模
2-9,辽宁,2024,平均家庭户规模,2.2,人/户,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,户数,10616,户,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,家庭户数,10329,户,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,集体户数,286,户,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,人口数,23845,人,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,男,11875,人,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,女,11969,人,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,性别比,99.21,（女=100）,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,家庭户人口数,23020,人,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,家庭户男,11531,人,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,家庭户女,11489,人,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,集体户人口数,824,人,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,集体户男,344,人,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,集体户女,480,人,分地区户数、人口数、性别比和户规模
2-9,吉林,2024,平均家庭户规模,2.23,人/户,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,户数,15181,户,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,家庭户数,14868,户,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,集体户数,313,户,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,人口数,31174,人,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,男,15549,人,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,女,15625,人,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,性别比,99.51,（女=100）,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,家庭户人口数,30162,人,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,家庭户男,15098,人,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,家庭户女,15064,人,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,集体户人口数,1012,人,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,集体户男,451,人,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,集体户女,561,人,分地区户数、人口数、性别比和户规模
2-9,黑龙江,2024,平均家庭户规模,2.03,人/户,分地区户数、人口数、性别比和户规模
2-9,上海,2024,户数,11459,户,分地区户数、人口数、性别比和户规模
2-9,上海,2024,家庭户数,10938,户,分地区户数、人口数、性别比和户规模
2-9,上海,2024,集体户数,522,户,分地区户数、人口数、性别比和户规模
2-9,上海,2024,人口数,25520,人,分地区户数、人口数、性别比和户规模
2-9,上海,2024,男,13206,人,分地区户数、人口数、性别比和户规模
2-9,上海,2024,女,12314,人,分地区户数、人口数、性别比和户规模
2-9,上海,2024,性别比,107.24,（女=100）,分地区户数、人口数、性别比和户规模
2-9,上海,2024,家庭户人口数,24018,人,分地区户数、人口数、性别比和户规模
2-9,上海,2024,家庭户男,12234,人,分地区户数、人口数、性别比和户规模
2-9,上海,2024,家庭户女,11785,人,分地区户数、人口数、性别比和户规模
2-9,上海,2024,集体户人口数,1502,人,分地区户数、人口数、性别比和户规模
2-9,上海,2024,集体户男,973,人,分地区户数、人口数、性别比和户规模
2-9,上海,2024,集体户女,529,人,分地区户数、人口数、性别比和户规模
2-9,上海,2024,平均家庭户规模,2.2,人/户,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,户数,34834,户,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,家庭户数,33786,户,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,集体户数,1048,户,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,人口数,87756,人,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,男,44476,人,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,女,43280,人,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,性别比,102.76,（女=100）,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,家庭户人口数,83249,人,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,家庭户男,41363,人,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,家庭户女,41886,人,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,集体户人口数,4507,人,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,集体户男,3113,人,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,集体户女,1394,人,分地区户数、人口数、性别比和户规模
2-9,江苏,2024,平均家庭户规模,2.46,人/户,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,户数,28820,户,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,家庭户数,27441,户,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,集体户数,1379,户,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,人口数,68651,人,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,男,35828,人,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,女,32823,人,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,性别比,109.16,（女=100）,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,家庭户人口数,64604,人,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,家庭户男,33333,人,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,家庭户女,31271,人,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,集体户人口数,4047,人,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,集体户男,2495,人,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,集体户女,1552,人,分地区户数、人口数、性别比和户规模
2-9,浙江,2024,平均家庭户规模,2.35,人/户,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,户数,25375,户,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,家庭户数,24367,户,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,集体户数,1008,户,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,人口数,63020,人,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,男,32161,人,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,女,30859,人,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,性别比,104.22,（女=100）,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,家庭户人口数,60051,人,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,家庭户男,30804,人,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,家庭户女,29248,人,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,集体户人口数,2968,人,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,集体户男,1357,人,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,集体户女,1611,人,分地区户数、人口数、性别比和户规模
2-9,安徽,2024,平均家庭户规模,2.46,人/户,分地区户数、人口数、性别比和户规模
2-9,福建,2024,户数,16216,户,分地区户数、人口数、性别比和户规模
2-9,福建,2024,家庭户数,15438,户,分地区户数、人口数、性别比和户规模
2-9,福建,2024,集体户数,778,户,分地区户数、人口数、性别比和户规模
2-9,福建,2024,人口数,43162,人,分地区户数、人口数、性别比和户规模
2-9,福建,2024,男,22321,人,分地区户数、人口数、性别比和户规模
2-9,福建,2024,女,20841,人,分地区户数、人口数、性别比和户规模
2-9,福建,2024,性别比,107.1,（女=100）,分地区户数、人口数、性别比和户规模
2-9,福建,2024,家庭户人口数,40382,人,分地区户数、人口数、性别比和户规模
2-9,福建,2024,家庭户男,20618,人,分地区户数、人口数、性别比和户规模
2-9,福建,2024,家庭户女,19763,人,分地区户数、人口数、性别比和户规模
2-9,福建,2024,集体户人口数,2781,人,分地区户数、人口数、性别比和户规模
2-9,福建,2024,集体户男,1703,人,分地区户数、人口数、性别比和户规模
2-9,福建,2024,集体户女,1078,人,分地区户数、人口数、性别比和户规模
2-9,福建,2024,平均家庭户规模,2.62,人/户,分地区户数、人口数、性别比和户规模
2-9,江西,2024,户数,17022,户,分地区户数、人口数、性别比和户规模
2-9,江西,2024,家庭户数,16654,户,分地区户数、人口数、性别比和户规模
2-9,江西,2024,集体户数,368,户,分地区户数、人口数、性别比和户规模
2-9,江西,2024,人口数,46339,人,分地区户数、人口数、性别比和户规模
2-9,江西,2024,男,23925,人,分地区户数、人口数、性别比和户规模
2-9,江西,2024,女,22414,人,分地区户数、人口数、性别比和户规模
2-9,江西,2024,性别比,106.74,（女=100）,分地区户数、人口数、性别比和户规模
2-9,江西,2024,家庭户人口数,44815,人,分地区户数、人口数、性别比和户规模
2-9,江西,2024,家庭户男,23262,人,分地区户数、人口数、性别比和户规模
2-9,江西,2024,家庭户女,21553,人,分地区户数、人口数、性别比和户规模
2-9,江西,2024,集体户人口数,1524,人,分地区户数、人口数、性别比和户规模
2-9,江西,2024,集体户男,664,人,分地区户数、人口数、性别比和户规模
2-9,江西,2024,集体户女,861,人,分地区户数、人口数、性别比和户规模
2-9,江西,2024,平均家庭户规模,2.69,人/户,分地区户数、人口数、性别比和户规模
2-9,山东,2024,户数,42300,户,分地区户数、人口数、性别比和户规模
2-9,山东,2024,家庭户数,41411,户,分地区户数、人口数、性别比和户规模
2-9,山东,2024,集体户数,889,户,分地区户数、人口数、性别比和户规模
2-9,山东,2024,人口数,103752,人,分地区户数、人口数、性别比和户规模
2-9,山东,2024,男,52391,人,分地区户数、人口数、性别比和户规模
2-9,山东,2024,女,51361,人,分地区户数、人口数、性别比和户规模
2-9,山东,2024,性别比,102.01,（女=100）,分地区户数、人口数、性别比和户规模
2-9,山东,2024,家庭户人口数,100619,人,分地区户数、人口数、性别比和户规模
2-9,山东,2024,家庭户男,50625,人,分地区户数、人口数、性别比和户规模
2-9,山东,2024,家庭户女,49994,人,分地区户数、人口数、性别比和户规模
2-9,山东,2024,集体户人口数,3133,人,分地区户数、人口数、性别比和户规模
2-9,山东,2024,集体户男,1766,人,分地区户数、人口数、性别比和户规模
2-9,山东,2024,集体户女,1367,人,分地区户数、人口数、性别比和户规模
2-9,山东,2024,平均家庭户规模,2.43,人/户,分地区户数、人口数、性别比和户规模
2-9,河南,2024,户数,37218,户,分地区户数、人口数、性别比和户规模
2-9,河南,2024,家庭户数,35789,户,分地区户数、人口数、性别比和户规模
2-9,河南,2024,集体户数,1430,户,分地区户数、人口数、性别比和户规模
2-9,河南,2024,人口数,100717,人,分地区户数、人口数、性别比和户规模
2-9,河南,2024,男,50450,人,分地区户数、人口数、性别比和户规模
2-9,河南,2024,女,50266,人,分地区户数、人口数、性别比和户规模
2-9,河南,2024,性别比,100.37,（女=100）,分地区户数、人口数、性别比和户规模
2-9,河南,2024,家庭户人口数,95570,人,分地区户数、人口数、性别比和户规模
2-9,河南,2024,家庭户男,47243,人,分地区户数、人口数、性别比和户规模
2-9,河南,2024,家庭户女,48327,人,分地区户数、人口数、性别比和户规模
2-9,河南,2024,集体户人口数,5146,人,分地区户数、人口数、性别比和户规模
2-9,河南,2024,集体户男,3207,人,分地区户数、人口数、性别比和户规模
2-9,河南,2024,集体户女,1939,人,分地区户数、人口数、性别比和户规模
2-9,河南,2024,平均家庭户规模,2.67,人/户,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,户数,22815,户,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,家庭户数,22100,户,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,集体户数,715,户,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,人口数,60048,人,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,男,30725,人,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,女,29323,人,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,性别比,104.78,（女=100）,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,家庭户人口数,57375,人,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,家庭户男,29398,人,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,家庭户女,27977,人,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,集体户人口数,2673,人,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,集体户男,1327,人,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,集体户女,1346,人,分地区户数、人口数、性别比和户规模
2-9,湖北,2024,平均家庭户规模,2.6,人/户,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,户数,27543,户,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,家庭户数,26633,户,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,集体户数,911,户,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,人口数,67303,人,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,男,34434,人,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,女,32869,人,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,性别比,104.76,（女=100）,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,家庭户人口数,63704,人,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,家庭户男,32611,人,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,家庭户女,31093,人,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,集体户人口数,3600,人,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,集体户男,1823,人,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,集体户女,1776,人,分地区户数、人口数、性别比和户规模
2-9,湖南,2024,平均家庭户规模,2.39,人/户,分地区户数、人口数、性别比和户规模
2-9,广东,2024,户数,49218,户,分地区户数、人口数、性别比和户规模
2-9,广东,2024,家庭户数,47199,户,分地区户数、人口数、性别比和户规模
2-9,广东,2024,集体户数,2018,户,分地区户数、人口数、性别比和户规模
2-9,广东,2024,人口数,131542,人,分地区户数、人口数、性别比和户规模
2-9,广东,2024,男,69252,人,分地区户数、人口数、性别比和户规模
2-9,广东,2024,女,62290,人,分地区户数、人口数、性别比和户规模
2-9,广东,2024,性别比,111.18,（女=100）,分地区户数、人口数、性别比和户规模
2-9,广东,2024,家庭户人口数,124284,人,分地区户数、人口数、性别比和户规模
2-9,广东,2024,家庭户男,64803,人,分地区户数、人口数、性别比和户规模
2-9,广东,2024,家庭户女,59481,人,分地区户数、人口数、性别比和户规模
2-9,广东,2024,集体户人口数,7258,人,分地区户数、人口数、性别比和户规模
2-9,广东,2024,集体户男,4448,人,分地区户数、人口数、性别比和户规模
